"id","title","story","age_id"
"11","(자막) SPY×FAMILY part 1","'사람은 누구나 아무에게도 보여줄 수 없는 자신을 갖고 있다-- 세계 각국이 물밑에서 치열하게 정보전을 펼치는 시대. 오스타니아와 웨스탈리스는 십수 년간에 걸쳐 냉전 상태에 있었다. 웨스탈리스의 정보국 대동과 <WISE> 소속의 수완가 스파이인 <황혼>은 동서 평화를 위협하는 위험인물, 오스타니아의 국가통일당 총재 도노반 데스몬드의 동향을 살피기 위해 어떤 극비 임무를 수행하게 된다. 그 이름은 오퍼레이션 <올빼미>. 임무 내용은 ""일주일 이내에 가족을 만들어, 데스몬드의 아들이 다니는 명문 학교의 친목회에 잠입하라"". <황혼>은 정신과 의사 로이드 포저로 위장하고 가족을 만들게 된다. 하지만, 그가 만난 딸 아냐는 마음을 읽을 수 있는 초능력자, 아내 요르는 암살자였다! 3명의 이해가 일치하여 서로 정체를 숨기면서 함께 생활하게 되는데. 해프닝 연속인 임시 가족에게, 세계의 평화는 맡겨졌다──.","3"
"12","(자막) 데스노트 리마스터","평범한 고교생인 야가미 라이토. 그는 전국에서 알아주는 우수한 성적을 가지고 있지만 매일 똑같은 하루에 지루함을 느끼곤 한다. 그러던 어느 날 하늘에서 검은 노트가 라이토 앞에 떨어진다. 그 노트는 사신계에서 떨어진 죽음의 노트. 그 노트에 이름이 적힌 자는 반드시 죽게 되는 노트인 데스노트였다. 라이토는 데스노트를 이용해 세상의 신이 되겠다는 계획을 세우고, 노트의 주인인 류크와 함께 데스노트를 이용해 세상의 범죄자들을 차례차례 죽여나가지만 이런 사건이 하나 둘씩 터지자 각 국가의 경찰들은 비상사태를 맞는다. 그리하여 그들은 탐정 L을 고용, 이 사건의 진범을 찾기로 하는데… 라이토와 L의 숨막히는 추리 게임이 시작된다!!!","3"
"13","(자막) 장송의 프리렌","용사 힘멜 일행과 함께 10년에 걸친 모험 끝에 마왕을 물리치고 세계에 평화를 가져온 마법사 프리렌. 천 년을 넘게 사는 엘프인 그녀는 힘멜 일행과 재회를 약속하고 혼자 여행을 떠난다. 그로부터 50년 후 프리렌은 힘멜을 찾아갔지만 50년 전과 달라진 게 없는 그녀에 비해 힘멜은 늙었고 수명이 얼마 남아있지 않았다. 그 후 죽음을 맞이한 힘멜을 보고 지금까지 '인간을 아는' 일을 하지 않았던 것을 후회하고 자신을 반성한 프리렌은 '인간을 알기 위한' 여행을 떠난다. 그 여로에는 다양한 사람들과의 만남, 다양한 사건들이 기다리고 있었는데──.","3"
"14","호리미야","이어지고, 얽히면서 세계는 날마다 변해간다. 호리 쿄코는 미인에다 성적도 우수해서 학교에서는 반의 중심인물이다. 하지만 사실은 맞벌이를 하는 부모님을 대신해서 놀지도 않고 집안일을 하고 터울이 많이 지는 남동생을 돌보는 가정적인 고등학생이다. 어느 날, 다친 남동생, 소타를 모르는 남자가 집에 데려다준다. '호리 씨' 남자의 부름에 이야기해 보니 사실 그는 호리와 같은 반이었는데... 반에서 인기 있는 여학생과 음침한 남학생이 만난다면?! 연애, 우정. 청춘이 가득한 저탄산 스쿨 라이프!","0"
"15","은혼 1기","에도 시대 말기, 하늘에서 내려온 ‘천인’의 침략으로 전쟁이 발생한다. 막부들은 결국 천인과의 공존을 위해 사람들에게 검을 소지할 수 없도록 폐도령을 내려서 사무라이가 큰 위기를 겪고 있다. 그러나 사무라이 정신을 굳게 간직한 남자가 있었으니 그의 이름은 사카타 긴토키. 단 것을 좋아하는 저돌적인 이 남자가 부패한 에도를 두동강을 낼지도?! SF 코미디 액션!! 은혼의 장르는 은혼이다!!","4"
"16","주술회전 1기 part 1","소년은 싸운다 --- '올바른 죽음'을 위해 쓰라린 고통, 후회, 치욕 인간으로부터 흘러나온 부정적인 감정이 저주로 변해 일상에 숨어든다, 저주는 세상에 만연한 재앙의 근원이며, 최악의 경우 인간을 죽음으로 이끈다. 그리고 저주는 저주로밖에 없앨 수 없다. 경이적인 신체능력을 가진 소년 이타도리 유지는 아주 평범한 고등학생이었지만, 어느 날 '저주'에 습격당한 친구를 구하기 위해 특급 주물 '양면 스쿠나의 손가락'을 먹고 영혼에 저주가 깃들게 된다. 저주인 '양면 스쿠나'와 몸을 공유하게 된 이타도리는 최강의 주술사인 고죠 사토루의 안내로 저주에 대항하는 전문 기관인 '도쿄 도립 주술 고등전문학교'에 편입하게 되는데...... 저주를 없애기 위해 저주가 된 소년의 돌이킬 수 없는 장렬한 이야기가 움직이기 시작한다--","3"
"17","주술회전 1기 part 2","소년은 싸운다 --- '올바른 죽음'을 위해 쓰라린 고통, 후회, 치욕 인간으로부터 흘러나온 부정적인 감정이 저주로 변해 일상에 숨어든다, 저주는 세상에 만연한 재앙의 근원이며, 최악의 경우 인간을 죽음으로 이끈다. 그리고 저주는 저주로밖에 없앨 수 없다. 경이적인 신체능력을 가진 소년 이타도리 유지는 아주 평범한 고등학생이었지만, 어느 날 '저주'에 습격당한 친구를 구하기 위해 특급 주물 '양면 스쿠나의 손가락'을 먹고 영혼에 저주가 깃들게 된다. 저주인 '양면 스쿠나'와 몸을 공유하게 된 이타도리는 최강의 주술사인 고죠 사토루의 안내로 저주에 대항하는 전문 기관인 '도쿄 도립 주술 고등전문학교'에 편입하게 되는데...... 저주를 없애기 위해 저주가 된 소년의 돌이킬 수 없는 장렬한 이야기가 움직이기 시작한다--","3"
"18","(무삭제) 귀멸의 칼날","숯을 파는 마음씨 착한 소년 탄지로는, 어느 날 혈귀에게 가족을 몰살당한다. 유일하게 살아남은 누이동생 네즈코 마저도 혈귀로 변하고 마는데... 절망적인 현실에 큰 타격을 입은 탄지로였지만, 동생을 인간으로 돌려놓기 위해, 가족을 죽인 혈귀를 심판하기 위해, ‘귀살대’의 길을 가기로 결의한다. 인간과 혈귀가 엮어낸 애절한 오누이의 이야기가 지금 시작된다-!","4"
"19","귀멸의 칼날 : 환락의 거리편","무한열차의 임무를 마친 탄지로 일행의 다음 행선지는? 귀살대 최고의 검사 ‘주‘의 한 사람 ‘음주' 우즈이 텐겐과 탄지로 일행의 새로운 싸움의 막이 열린다!","4"
"20","전생했더니 슬라임이었던 건에 대하여 1기","샐러리맨인 미카미 사토루는 길에서 칼에 찔려 죽었다. 하지만 문득 정신이 들어 깨어나보니 이세계로 전생해있었다, 그것도 슬라임의 모습으로! 리무루라는 이름으로 새롭게 슬라임 인생을 얻어, 여러 종족이 함께 사는 세계에 떨어지게 된 그는 '종족은 상관없이 모두가 행복하게 살 수 있는 나라'를 만드는 것을 새로운 인생 목표로 삼게 된다!","3"
"21","하이큐!! 1기","배구에 매료되어 중학생 시절 최초이자 마지막 공식전에 출전한 히나타 쇼요. 하지만 '코트 위의 제왕'이라는 별명을 가진 천재 선수 카게야마에게 처참히 패하고 만다. 복수를 맹세한 히나타는 카라스노고 배구부의 문을 두드리는데?! 그곳에서 카게야마를 다시 만난다! 히나타의 능력을 최대한 활용하기 위해 최고의 타이밍에서 토스를 올리는 카게야먀, 두 사람의 힘이 하나로 모아질 때 명콤비가 탄생한다!! 전국대회 예선에 대비해 맹훈련을 실시하는 카라스노 배구부! 하지만 예선의 같은 블록 안에는 아오바조사이, 그리고 인연 깊은 '철벽' 다테공고가 가로막고 있다...! 상대가 누구든 눈앞의 일전을 잡기 위해 나간다! 신생 카라스노 배구부, 마침내 출전!! ‘눈앞의 공이 전부’, 카라스노 선수들의 마음이 이어지는 힘으로 바뀐다! 격전을 제압하고 승리를 거머쥐는 팀은 과연 어디일까?!","3"
"22","(더빙) 꿈빛 파티시엘 리마스터","행복을 느끼게 하는 마법같은 한 입! 케이크를 잘 먹는 것 외에 어떠한 장점도 없다고 생각했던 14세 여자아이 감딸기. 하고 싶은 일조차 없이 하루 하루를 보내던 중, 우연히 세인트 마리 학교의 앙리 선생님과 만나게 된다. “할머니의 맛을 재현하고 싶어!” 라며 꿈을 이루기 위해 세인트 마리 학교에 전학한 감딸기는 학원에 전해 내려오는 전설의 스위트 요정과 만나게 된다. 요리 실력이라고는 전혀 없는 초보자로 매일 매일이 실패의 연속이지만, 감딸기는 맛있는 과자 만들기를 위한 노력을 게을리하지 않는데..","1"
"23","(자막) 하이큐!! 2기","더이상 괴짜 속공을 할 때 눈을 감지 않겠다고 선언한 히나타. 하지만 카게야마는 그 말을 일축하고, 진화하기를 바라는 히나타와의 사이에 균열이 생기고 만다. 도쿄 원정에서 강호 팀과의 도쿄 합숙을 통해 한 사람 한 사람 더욱 진화한 카라스노. 히나타와 카게야마의 새로운 속공도 틀이 잡혀가는 가운데, 마침내 봄철 대회 예선 당일을 맞이한다! 그 동안 쌓이고 쌓인 울분을 힘으로 바꾸어, 드디어 첫 시합 개시! 카라스노는 와쿠타니미나미를 꺾고 대표결정전 준결승에 진출한다. 카라스노는 가진 전력을 모두 쥐어짜 마지막 승부에 나선다!! 숙명의 아오바조사이전 마침내 결판!","3"
"24","(자막) SPY×FAMILY part 1","'사람은 누구나 아무에게도 보여줄 수 없는 자신을 갖고 있다-- 세계 각국이 물밑에서 치열하게 정보전을 펼치는 시대. 오스타니아와 웨스탈리스는 십수 년간에 걸쳐 냉전 상태에 있었다. 웨스탈리스의 정보국 대동과 <WISE> 소속의 수완가 스파이인 <황혼>은 동서 평화를 위협하는 위험인물, 오스타니아의 국가통일당 총재 도노반 데스몬드의 동향을 살피기 위해 어떤 극비 임무를 수행하게 된다. 그 이름은 오퍼레이션 <올빼미>. 임무 내용은 ""일주일 이내에 가족을 만들어, 데스몬드의 아들이 다니는 명문 학교의 친목회에 잠입하라"". <황혼>은 정신과 의사 로이드 포저로 위장하고 가족을 만들게 된다. 하지만, 그가 만난 딸 아냐는 마음을 읽을 수 있는 초능력자, 아내 요르는 암살자였다! 3명의 이해가 일치하여 서로 정체를 숨기면서 함께 생활하게 되는데. 해프닝 연속인 임시 가족에게, 세계의 평화는 맡겨졌다──.","3"
"25","(자막) 데스노트 리마스터","평범한 고교생인 야가미 라이토. 그는 전국에서 알아주는 우수한 성적을 가지고 있지만 매일 똑같은 하루에 지루함을 느끼곤 한다. 그러던 어느 날 하늘에서 검은 노트가 라이토 앞에 떨어진다. 그 노트는 사신계에서 떨어진 죽음의 노트. 그 노트에 이름이 적힌 자는 반드시 죽게 되는 노트인 데스노트였다. 라이토는 데스노트를 이용해 세상의 신이 되겠다는 계획을 세우고, 노트의 주인인 류크와 함께 데스노트를 이용해 세상의 범죄자들을 차례차례 죽여나가지만 이런 사건이 하나 둘씩 터지자 각 국가의 경찰들은 비상사태를 맞는다. 그리하여 그들은 탐정 L을 고용, 이 사건의 진범을 찾기로 하는데… 라이토와 L의 숨막히는 추리 게임이 시작된다!!!","3"
"26","(자막) 장송의 프리렌","용사 힘멜 일행과 함께 10년에 걸친 모험 끝에 마왕을 물리치고 세계에 평화를 가져온 마법사 프리렌. 천 년을 넘게 사는 엘프인 그녀는 힘멜 일행과 재회를 약속하고 혼자 여행을 떠난다. 그로부터 50년 후 프리렌은 힘멜을 찾아갔지만 50년 전과 달라진 게 없는 그녀에 비해 힘멜은 늙었고 수명이 얼마 남아있지 않았다. 그 후 죽음을 맞이한 힘멜을 보고 지금까지 '인간을 아는' 일을 하지 않았던 것을 후회하고 자신을 반성한 프리렌은 '인간을 알기 위한' 여행을 떠난다. 그 여로에는 다양한 사람들과의 만남, 다양한 사건들이 기다리고 있었는데──.","3"
"27","호리미야","이어지고, 얽히면서 세계는 날마다 변해간다. 호리 쿄코는 미인에다 성적도 우수해서 학교에서는 반의 중심인물이다. 하지만 사실은 맞벌이를 하는 부모님을 대신해서 놀지도 않고 집안일을 하고 터울이 많이 지는 남동생을 돌보는 가정적인 고등학생이다. 어느 날, 다친 남동생, 소타를 모르는 남자가 집에 데려다준다. '호리 씨' 남자의 부름에 이야기해 보니 사실 그는 호리와 같은 반이었는데... 반에서 인기 있는 여학생과 음침한 남학생이 만난다면?! 연애, 우정. 청춘이 가득한 저탄산 스쿨 라이프!","3"
"28","전생했더니 슬라임이었던 건에 대하여 2기 2부","주인공 리무루와 그를 따르는 다수의 마물들이 세운 나라 '쥬라 템페스트 연방국'은 근린 국가들과의 협정과 교역을 통해 '인간과 마물이 공존하는 나라'라는 이상을 현실로 만들려 하고 있었다. 이는 인간이었던 슬라임에서 기인한 리무루의 '인간에 대한 호의' 였다. 하지만 이 세계에는 명확한 '마물에 대한 적의'가 존재하고 있었다. 그 불합리한 현실을 마주했을 때, 리무루는 선택한다. '무엇을 잃고 싶지 않은지'를......","3"
"29","전생했더니 슬라임이었던 건에 대하여 2기 1부","주인공 리무루와 그를 따르는 다수의 마물들이 세운 나라 '쥬라 템페스트 연방국'은 근린 국가들과의 협정과 교역을 통해 '인간과 마물이 공존하는 나라'라는 이상을 현실로 만들려 하고 있었다.이는 인간이었던 슬라임에서 기인한 리무루의 '인간에 대한 호의'였다......하지만 이 세계에는 명확한 '마물에 대한 적의'가 존재하고 있었다. 그 불합리한 현실을 마주했을 때, 리무루는 선택한다. '무엇을 잃고 싶지 않은지'를───","3"
"30","(더빙) 가정교사 히트맨 리본!","후회하라! 필살탄이 당신을 REBORN(부활)시킬 것이다!! 바보 같은 인생을 보내는 중학생 츠나의 집에 가정교사가 오게 되었다. 가정교사의 이름은 리본! 보기에는 어린아이지만, 실제 본업은 초일류 히트맨…?! 리본은 사실 본고라 조직의 10대 보스를 키우기 위해 이탈리아에서 건너온 살인 청부업자였다! 차기 보스로서 그의 타깃이 된 사람은 학교에서 제대로 하는 일이 없어 항상 왕따를 당하는 츠나라는 소년! 죽을힘을 다하면 뭐든지 가능하다?! 츠나의 목숨을 건 수업이 시작됐다!!","2"
"31","귀멸의 칼날 : 도공 마을편","113년 만에 상현 혈귀가 죽자 분개한 무잔은 나머지 상현 혈귀들에게 또 다른 명령을 내린다! 한편, 규타로와의 전투 도중 검이 심하게 손상된 탄지로에게 하가네즈카는 대 격노하고 탄지로는 그 검을 만든 대장장이 하가네즈카 호타루에게 검이 어떻게 심하게 손상되었는지 설명하기 위해 도공 마을을 방문한다. 탄지로가 검이 수리되기를 기다리는 동안, 상현 혈귀 한텐구와 쿗코가 숨겨진 마을인 ‘도공 마을'을 습격한다. 공격할 때마다 분열해서 위력이 커지는 한텐구로 인해 탄지로와 겐야는 고전을 면치 못한다. 한편, 타인에 대한 관심이 희박한 하주 토키토 무이치로는 혈귀들에게 공격당하고 있는 코테츠를 목격하는데….","4"
"32","하이큐!! TO THE TOP part 1","춘계 고교 밸리 미야기현 예선, 격전 끝에 갈망하던 전국대회 출전을 결정한 카라스노 배구부. 전국대회를 앞둔 그들에게, 카게야마의 전일본 유스 강화 합숙 소집 소식이 날아들었다. 또한 츠키시마도 미야기 현 1년생 선발 강화 합숙으로의 소집이 걸린다. 같은 1학년의 차이에 초조한 히나타는, 미야기 현 1년생 선발 강화 합숙으로 몰려가는데....? 전국대회 본경기를 향해서, 히나타, 카게야마, 그리고 카라스노고교 배구부의 또 다른 도전이 시작된다!","3"
"33","진격의 거인 1기","100여년 전, 갑자기 나타난 거인들에 의해 멸종 위기에 처한 인류는 살아남기 위해 50m의 거대한 벽을 쌓고 그 안에서 숨죽이며 살아가고 있었다. 그러던 어느 날, 초대형 거인의 등장으로 벽은 무너지고, 거인들이 벽 안으로 들어와 사람들을 잡아먹기 시작하는데... 절규와 죽음으로 가득한 절망적인 상황에서 거인에게 소중한 사람들을 빼앗긴 엘런은 복수를 맹세한다.","4"
"34","그 비스크 돌은 사랑을 한다","히나 인형의 얼굴을 만드는 '카시라시'를 꿈꾸는 남자 고교생 '고죠 와카나'. 성실하고 한결 같이 히나 인형 제작에 몰두하지만 같은 세대의 유행과는 동 떨어져 좀처럼 반 친구들과 친해지지 못했다. 그런 와카나에게 있어서 언제나 반의 중심에 있고 인기가 많은 '키타가와 마린'은 마치 다른 세계의 주민처럼 느껴졌다. 하지만 어느 날 생각지 못한 일을 계기로 마린과 비밀을 공유하게 되는데......?! 절대로 교차할 리 없던 두 사람의 세계가 움직이기 시작한다!","4"
"35","(자막) 나의 히어로 아카데미아 2기","뉴 히어로 탄생에 주목하라!! 신세대 히어로, 한국 상륙!! 인구의 약 8할이 개성이라 불리는 초능력을 갖고 있는 초인 사회로 탈바꿈한 세계. 대부분의 사람들이 개성을 보유하고 있기 때문에 이를 악용한 범죄가 폭발적으로 급증하고 이에맞서 싸우는 히어로들은 시민 모두의 동경의 대상이 되었다. 세계의 평화를 수호하는 특수경찰과 같은 역할자 ‘히어로’의 인기는 날이 갈수록 치솟기 시작하고 히어로를 양성하는 국립기관까지 세워질 정도! 중학생 소년 미도리야 이즈쿠도 그런 히어로를 꿈꾼다. 하지만 그는 히어로에게 필수적인 ""개성""을 타고나지 않았는데--!! 타고난 초능력이 없어서 소외되던 작은 소년의 도전, 성장, 열정 스토리!! 그리고 새롭게 나온 2기에서는 지난 USJ 습격 사건 이후의 이야기가 시작된다. 드디어 유에이 체육제 시작!! 그리고 그랜 토리노…등장?","3"
"36","주술회전 2기 : 시부야 사변","최후에 웃는 건 사람인가, 저주인가 ‘고죠 사토루는 마땅한 때, 마땅한 장소 이쪽의 어드밴티지를 확립한 다음에 봉인에 나선다 결행은 10월 31일, 시부야’ 2018년 10월, 특급 주령의 교류회 습격 이후, 주술고전 내의 긴장감이 높아지는 가운데 드디어 내통자의 정체가 밝혀진다. 과연 내통자는 누구인가? 그 목적은? 그리고 2018년 10월 31일. 핼러윈으로 인해 북적거리는 시부야역 주변에 갑자기 ‘장막’이 쳐지고, 수많은 일반인이 갇힌다. ‘일반인만 가두는 장막’이란 고도의 결계술과, 일반인을 통해 전해진 ‘고죠 사토루를 데려와라’라는 지명에, 상층부는 피해를 최소화하기 위해 고죠 혼자서 시부야를 평정하라고 한다. 게토와 마히토 등 주저사와 주령들이 함정을 파놓고 기다리는 가운데, 고죠는 그곳에 홀로 진입한다. 장막의 밖에선 이타도리, 후시구로, 쿠기사키, 나나미, 그리고 수많은 주술사가 집결해 있었다. 시부야에 집결한 주술사 VS 주저사 · 주령! 역사상 가장 대규모의 저주가 드디어 시작된다!","3"
"37","(자막) 나의 히어로 아카데미아 5기","꿈을 형태로 만들기 위해! 히어로가 되기 위해! 유에이 고교 히어로과 1-A 반 VS 1-B 반 대항전! 자존심을 건 싸움이 시작된다! 한계를 넘어서, 라이벌을 뛰어넘어라!!","3"
"38","【최애의 아이】","'이 연예계에서 거짓말은 무기다' 지방 도시에서 일하는 산부인과 의사 고로. 어느 날, '최애' 아이돌 'B코마치'의 멤버 아이가 그의 앞에 나타난다. 그녀는 어떤 금단의 비밀을 품고 있었는데... 그런 두 사람의 '최악'의 만남에서부터 운명이 움직이기 시작한다──.","3"
"39","(자막) SPY×FAMILY part 2","사람은 누구나 아무에게도 보여줄 수 없는 자신을 갖고 있다-- 세계 각국이 물밑에서 치열하게 정보전을 펼치는 시대. 오스타니아와 웨스탈리스는 십수 년간에 걸쳐 냉전 상태에 있었다. 웨스탈리스의 정보국 대동과 <WISE> 소속의 수완가 스파이인 <황혼>은 동서 평화를 위협하는 위험인물, 오스타니아의 국가통일당 총재 도노반 데스몬드의 동향을 살피기 위해 어떤 극비 임무를 수행하게 된다. 그 이름은 오퍼레이션 <올빼미>. 임무 내용은 """"일주일 이내에 가족을 만들어, 데스몬드의 아들이 다니는 명문 학교의 친목회에 잠입하라"""". <황혼>은 정신과 의사 로이드 포저로 위장하고 가족을 만들게 된다. 하지만, 그가 만난 딸 아냐는 마음을 읽을 수 있는 초능력자, 아내 요르는 암살자였다! 3명의 이해가 일치하여 서로 정체를 숨기면서 함께 생활하게 되는데. 해프닝 연속인 임시 가족에게, 세계의 평화는 맡겨졌다──.","3"
"40","하이큐!! TO THE TOP part 2","춘계 고교 밸리 미야기현 예선, 격전 끝에 갈망하던 전국대회 출전을 결정한 카라스노 배구부. 전국대회를 앞둔 그들에게, 카게야마의 전일본 유스 강화 합숙 소집 소식이 날아들었다. 또한 츠키시마도 미야기 현 1년생 선발 강화 합숙으로의 소집이 걸린다. 같은 1학년의 차이에 초조한 히나타는, 미야기 현 1년생 선발 강화 합숙으로 몰려가는데....? 전국대회 본경기를 향해서, 히나타, 카게야마, 그리고 카라스노고교 배구부의 또 다른 도전이 시작된다⸺!!","3"
"41","터무니없는 스킬로 이세계 방랑 밥","어느 날 갑자기 이세계로 소환된 평범한 샐러리맨 무코다 츠요시. 이세계의 주민이 된 그의 고유 스킬은 '인터넷 슈퍼' 라는 볼품없어 보이는 것이었다... 낙담하는 무코다였지만 사실 이 스킬로 가져올 수 있는 현대의 식품은 이세계에서 터무니없는 효과를 발휘했는데...?!","3"
"42","(자막) 나의 히어로 아카데미아 3기","꿈을 향하여 계속 달린다. 최고의 히어로가 되기위해! 진정한 히어로가 되기위해!! 히어로 VS 빌런 싸움이 시작된다!","3"
